"Disaster.Number","State","Declaration.Date","Disaster.Close.Out.Date","Title","Disaster.Type","Incident.Type","Incident.Begin.Date","Incident.End.Date","DeclYear"
623,"WA","5/21/1980","3/3/1998","VOLCANIC ERUPTION, MT. ST. HELENS","DR","Volcano","5/21/1980","5/21/1980",1980
3080,"NY","5/21/1980","1/15/2003","CHEMICAL WASTE, LOVE CANAL","EM","Toxic Substances","5/21/1980","5/21/1980",1980
621,"MI","5/16/1980","7/6/1984","SEVERE STORMS & TORNADOES","DR","Tornado","5/16/1980","5/16/1980",1980
620,"MO","5/15/1980","1/30/1984","SEVERE STORMS & TORNADOES","DR","Tornado","5/15/1980","5/15/1980",1980
3079,"FL","5/6/1980","2/10/1994","UNDOCUMENTED ALIENS","EM","Human Cause","5/6/1980","5/6/1980",1980
619,"AL","4/20/1980","6/3/1991","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","4/20/1980","4/20/1980",1980
618,"MS","4/19/1980","3/20/1987","STORMS, FLOOD, MUDSLIDES & TORNADOES","DR","Severe Storm(s)","4/19/1980","4/19/1980",1980
617,"AR","4/16/1980","10/31/1983","SEVERE STORMS & TORNADOES","DR","Tornado","4/16/1980","4/16/1980",1980
616,"LA","4/9/1980","11/30/1984","SEVERE STORMS & FLOODING","DR","Flood","4/9/1980","4/9/1980",1980
615,"CA","2/21/1980","6/26/1997","SEVERE STORMS, MUDSLIDES & FLOODING","DR","Flood","1/8/1980","1/8/1980",1980
614,"AZ","2/19/1980","2/15/1990","SEVERE STORMS & FLOODING","DR","Flood","2/19/1980","2/19/1980",1980
613,"HI","2/6/1980","5/18/1985","SEVERE STORMS, HIGH SURF & FLOODING","DR","Flood","2/6/1980","2/6/1980",1980
3078,"CA","2/1/1980","3/27/1986","TORRENTIAL RAIN, HIGH TIDE & WINDS","EM","Coastal Storm","2/1/1980","2/1/1980",1980
612,"WA","12/31/1979","8/18/1982","STORMS, HIGH TIDES, MUDSLIDES & FLOODING","DR","Flood","12/31/1979","12/31/1979",1979
611,"FM","12/1/1979","1/16/1987","SEAWAVE ACTION & FLOODING","DR","Flood","12/1/1979","12/1/1979",1979
610,"AS","11/9/1979","5/30/1986","FLOODING, MUDSLIDES & LANDSLIDES","DR","Flood","11/9/1979","11/9/1979",1979
609,"CA","10/19/1979","3/17/1988","EARTHQUAKE","DR","Earthquake","10/19/1979","10/19/1979",1979
608,"CT","10/4/1979","7/5/1985","TORNADO & SEVERE STORMS","DR","Tornado","10/4/1979","10/4/1979",1979
605,"NC","9/29/1979","11/21/1983","SEVERE STORMS & FLOODING","DR","Flood","9/29/1979","9/29/1979",1979
606,"VA","9/29/1979","5/29/1984","SEVERE STORMS & FLOODING","DR","Flood","9/29/1979","9/29/1979",1979
607,"FL","9/29/1979","5/31/1983","SEVERE STORMS & FLOODING","DR","Flood","9/29/1979","9/29/1979",1979
603,"TX","9/25/1979","8/18/1982","SEVERE STORMS & FLOODING","DR","Flood","9/25/1979","9/25/1979",1979
604,"LA","9/25/1979","8/18/1982","SEVERE STORMS & FLOODING","DR","Flood","9/25/1979","9/25/1979",1979
602,"VI","9/16/1979","8/3/1988","HURRICANE DAVID, TROPICAL STORM FREDERIC","DR","Hurricane","9/16/1979","9/16/1979",1979
601,"MD","9/14/1979","6/15/1989","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","9/14/1979","9/14/1979",1979
598,"AL","9/13/1979","10/24/1994","HURRICANE FREDERIC","DR","Hurricane","9/13/1979","9/13/1979",1979
599,"MS","9/13/1979","10/24/1994","HURRICANE FREDERIC","DR","Hurricane","9/13/1979","9/13/1979",1979
600,"FL","9/13/1979","5/6/1988","HURRICANE FREDERIC","DR","Hurricane","9/13/1979","9/13/1979",1979
597,"PR","9/2/1979","6/30/1994","HURRICANE DAVID","DR","Hurricane","9/2/1979","9/2/1979",1979
596,"IN","7/31/1979","10/24/1984","SEVERE STORMS & FLOODING","DR","Flood","7/31/1979","7/31/1979",1979
595,"TX","7/28/1979","10/31/1983","STORMS & FLASH FLOODS","DR","Flood","7/28/1979","7/28/1979",1979
594,"CA","7/27/1979","3/31/1987","HEAVY RAINS, FLASH FLOODS & MUD FLOWS","DR","Flood","7/27/1979","7/27/1979",1979
593,"VA","7/20/1979","5/29/1984","STORMS & FLASH FLOODS","DR","Flood","7/20/1979","7/20/1979",1979
591,"WY","7/19/1979","1/22/1985","SEVERE STORMS & TORNADOES","DR","Tornado","7/19/1979","7/19/1979",1979
592,"KY","7/19/1979","3/8/1985","SEVERE STORMS,FLASH FLOODS","DR","Flood","7/19/1979","7/19/1979",1979
590,"IA","7/1/1979","1/30/1984","HIGH WINDS & TORNADOES","DR","Tornado","7/1/1979","7/1/1979",1979
589,"NM","6/23/1979","10/31/1983","SEVERE STORMS, SNOWMELT & FLOODING","DR","Flood","6/23/1979","6/23/1979",1979
588,"KS","6/15/1979","1/30/1984","SEVERE STORMS & FLOODING","DR","Flood","6/15/1979","6/15/1979",1979
587,"TX","6/14/1979","10/31/1983","SEVERE STORMS & FLOODING","DR","Flood","6/14/1979","6/14/1979",1979
586,"FL","5/15/1979","11/21/1983","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","5/15/1979","5/15/1979",1979
585,"TN","5/7/1979","9/26/1985","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","5/7/1979","5/7/1979",1979
584,"LA","5/2/1979","10/31/1983","SEVERE STORMS & FLOODING","DR","Flood","5/2/1979","5/2/1979",1979
582,"MN","4/30/1979","7/6/1984","SEVERE STORMS & FLOODING","DR","Flood","4/30/1979","4/30/1979",1979
583,"IL","4/30/1979","6/9/1986","SEVERE STORMS & FLOODING","DR","Flood","4/30/1979","4/30/1979",1979
580,"TX","4/26/1979","10/31/1983","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","4/26/1979","4/26/1979",1979
581,"ND","4/26/1979","10/24/1984","SEVERE STORMS, SNOWMELT & FLOODING","DR","Flood","4/26/1979","4/26/1979",1979
579,"MO","4/21/1979","5/4/1984","TORNADOES, TORRENTIAL RAIN & FLOODING","DR","Tornado","4/21/1979","4/21/1979",1979
578,"AL","4/18/1979","6/2/1987","STORMS, WIND, FLOODING","DR","Flood","4/18/1979","4/18/1979",1979
577,"MS","4/16/1979","2/6/1987","STORMS, TORNADOES, FLOODS","DR","Severe Storm(s)","4/16/1979","4/16/1979",1979
3077,"MS","4/14/1979","4/16/1979","STORMS, TORNADOES, FLOODS","EM","Severe Storm(s)","4/14/1979","4/14/1979",1979
576,"OK","4/13/1979","8/18/1982","SEVERE STORMS & TORNADOES","DR","Tornado","4/13/1979","4/13/1979",1979
574,"AR","4/11/1979","8/18/1982","TORNADO","DR","Tornado","4/11/1979","4/11/1979",1979
575,"TX","4/11/1979","7/31/1984","SEVERE STORMS & TORNADOES","DR","Tornado","4/11/1979","4/11/1979",1979
3076,"IA","4/6/1979","6/13/1983","SEVERE STORMS & TORNADOES","EM","Tornado","4/6/1979","4/6/1979",1979
3075,"FL","3/24/1979","11/21/1983","SEVERE STORMS & FLOODING","EM","Flood","3/24/1979","3/24/1979",1979
3074,"AL","3/17/1979","11/21/1983","FLOODING","EM","Flood","3/17/1979","3/17/1979",1979
3073,"NH","3/15/1979","9/26/1985","FLOODING","EM","Flood","3/15/1979","3/15/1979",1979
3072,"GA","3/13/1979","3/11/1981","RAIN, FLOODING, MUDSLIDE","EM","Flood","3/13/1979","3/13/1979",1979
3070,"WA","3/12/1979","8/18/1982","FLOODING","EM","Flood","3/12/1979","3/12/1979",1979
3071,"MO","3/12/1979","11/21/1983","ICE JAM & FLOODING","EM","Flood","3/12/1979","3/12/1979",1979
573,"HI","3/7/1979","8/30/1984","SEVERE STORMS & FLOODING","DR","Flood","3/7/1979","3/7/1979",1979
572,"MH","2/12/1979","1/16/1987","TYPHOON ALICE","DR","Typhoon","2/12/1979","2/12/1979",1979
572,"PW","2/12/1979","1/16/1987","TYPHOON ALICE","DR","Typhoon","2/12/1979","2/12/1979",1979
571,"NM","1/29/1979","1/13/1984","FLOODING","DR","Flood","1/29/1979","1/29/1979",1979
3069,"WI","1/19/1979","7/10/1984","BLIZZARDS & SNOWSTORMS","EM","Snow","1/19/1979","1/19/1979",1979
3068,"IL","1/16/1979","6/27/1991","BLIZZARDS & SNOWSTORMS","EM","Snow","1/16/1979","1/16/1979",1979
570,"AZ","12/21/1978","9/12/1991","SEVERE STORMS & FLOODING","DR","Flood","12/21/1978","12/21/1978",1978
569,"WV","12/14/1978","10/30/1992","SEVERE STORMS & FLOODING","DR","Flood","12/14/1978","12/14/1978",1978
568,"KY","12/12/1978","3/8/1985","SEVERE STORMS & FLOODING","DR","Flood","12/12/1978","12/12/1978",1978
567,"LA","12/6/1978","8/18/1982","SEVERE STORMS & TORNADOES","DR","Tornado","12/6/1978","12/6/1978",1978
3067,"CA","10/29/1978","5/27/1986","BRUSH FIRES","EM","Fire","10/29/1978","10/29/1978",1978
566,"CA","10/9/1978","8/30/1984","LANDSLIDES","DR","Flood","10/9/1978","10/9/1978",1978
565,"LA","9/20/1978","8/18/1982","SEVERE STORMS & FLOODING","DR","Flood","9/20/1978","9/20/1978",1978
564,"AR","9/15/1978","10/31/1983","SEVERE STORMS & FLOODING","DR","Flood","9/15/1978","9/15/1978",1978
562,"MP","8/18/1978","6/2/1987","TROPICAL STORM CARMEN","DR","Flood","8/18/1978","8/18/1978",1978
563,"AL","8/9/1978","11/21/1983","SEVERE STORMS & FLOODING","DR","Flood","8/9/1978","8/9/1978",1978
3066,"NY","8/7/1978","9/30/2011","CHEMICAL WASTE, LOVE CANAL","EM","Toxic Substances","8/7/1978","8/7/1978",1978
561,"TX","8/3/1978","8/18/1982","SEVERE STORMS & FLOODING","DR","Flood","8/3/1978","8/3/1978",1978
560,"MN","7/8/1978","7/6/1984","SEVERE STORMS, FLOODING, HAIL & TORNADOES","DR","Severe Storm(s)","7/8/1978","7/8/1978",1978
559,"WI","7/7/1978","7/6/1984","SEVERE STORMS, FLOODING, HAIL & TORNADOES","DR","Severe Storm(s)","7/7/1978","7/7/1978",1978
3065,"ND","7/7/1978","10/24/1984","SEVERE STORMS & TORNADOES","EM","Tornado","7/7/1978","7/7/1978",1978
557,"WY","5/29/1978","5/21/1983","SEVERE STORMS, FLOODING & MUDSLIDES","DR","Flood","5/29/1978","5/29/1978",1978
558,"MT","5/29/1978","11/5/1988","SEVERE STORMS & FLOODING","DR","Flood","5/29/1978","5/29/1978",1978
556,"LA","5/9/1978","7/6/1984","SEVERE STORMS & FLOODING","DR","Flood","5/9/1978","5/9/1978",1978
3063,"MS","4/24/1978","1/16/1979","TORNADOES","EM","Tornado","4/24/1978","4/24/1978",1978
3064,"AL","4/24/1978","11/6/1981","TORNADOES","EM","Tornado","4/24/1978","4/24/1978",1978
555,"MN","4/22/1978","7/6/1984","STORMS, ICE JAMS, SNOWMELT & FLOODING","DR","Flood","4/22/1978","4/22/1978",1978
3062,"AR","4/22/1978","11/6/1981","TORNADOES","EM","Tornado","4/22/1978","4/22/1978",1978
554,"ND","4/17/1978","5/31/1983","STORMS, ICE JAMS, SNOWMELT & FLOODING","DR","Flood","4/17/1978","4/17/1978",1978
553,"IN","3/29/1978","7/6/1984","SEVERE STORMS & FLOODING","DR","Flood","3/29/1978","3/29/1978",1978
552,"NE","3/24/1978","5/4/1984","STORMS, ICE JAMS, SNOWMELT & FLOODING","DR","Flood","3/24/1978","3/24/1978",1978
551,"AZ","3/4/1978","11/28/1986","SEVERE STORMS & FLOODING","DR","Flood","3/4/1978","3/4/1978",1978
550,"ME","2/17/1978","8/27/1981","HIGH WINDS, TIDAL SURGE & COASTAL FLOODING","DR","Flood","2/17/1978","2/17/1978",1978
548,"RI","2/16/1978","1/22/1985","SNOW & ICE","DR","Snow","2/16/1978","2/16/1978",1978
549,"NH","2/16/1978","8/18/1982","HIGH WINDS, TIDAL SURGE & COASTAL FLOODING","DR","Flood","2/16/1978","2/16/1978",1978
3061,"ND","2/16/1978","10/15/1984","BLIZZARD & SNOWSTORMS","EM","Snow","2/16/1978","2/16/1978",1978
547,"CA","2/15/1978","6/30/1994","COASTAL STORMS, MUDSLIDES & FLOODING","DR","Flood","2/15/1978","2/15/1978",1978
546,"MA","2/10/1978","9/8/1995","COASTAL STORMS, FLOOD, ICE & SNOW","DR","Flood","2/6/1978","2/8/1978",1978
3058,"RI","2/7/1978","1/20/1981","BLIZZARD & SNOWSTORMS","EM","Snow","2/7/1978","2/7/1978",1978
3059,"MA","2/7/1978","1/18/1984","BLIZZARD & SNOWSTORMS","EM","Snow","2/7/1978","2/7/1978",1978
3060,"CT","2/7/1978","11/21/1983","BLIZZARD & SNOWSTORMS","EM","Snow","2/7/1978","2/7/1978",1978
3056,"IN","1/27/1978","6/26/1980","BLIZZARDS & SNOWSTORMS","EM","Snow","1/27/1978","1/27/1978",1978
3057,"MI","1/27/1978","6/26/1980","BLIZZARDS & SNOWSTORMS","EM","Snow","1/27/1978","1/27/1978",1978
3055,"OH","1/26/1978","6/26/1980","BLIZZARDS & SNOWSTORMS","EM","Snow","1/26/1978","1/26/1978",1978
3054,"AR","1/20/1978","11/6/1981","TORNADOES","EM","Tornado","1/20/1978","1/20/1978",1978
545,"WA","12/10/1977","5/21/1983","SEVERE STORMS,MUDSLIDES, & FLOODING","DR","Flood","12/10/1977","12/10/1977",1977
543,"VA","11/12/1977","5/22/1984","SEVERE STORMS & FLOODING","DR","Flood","11/12/1977","11/12/1977",1977
544,"TN","11/12/1977","11/21/1983","SEVERE STORMS & FLOODING","DR","Flood","11/12/1977","11/12/1977",1977
542,"NC","11/9/1977","5/10/1984","SEVERE STORMS & FLOODING","DR","Flood","11/9/1977","11/9/1977",1977
541,"GA","11/7/1977","7/30/1981","DAM COLLAPSE, FLOODING","DR","Flood","11/7/1977","11/7/1977",1977
540,"AZ","11/4/1977","7/6/1984","SEVERE STORMS & FLOODING","DR","Flood","11/4/1977","11/4/1977",1977
3048,"WI","10/3/1977","7/6/1984","WINDS, HAIL & RAIN","EM","Severe Storm(s)","8/5/1977","8/5/1977",1977
539,"KS","9/20/1977","4/24/1984","SEVERE STORMS & FLOODING","DR","Flood","9/20/1977","9/20/1977",1977
538,"MO","9/14/1977","1/30/1984","SEVERE STORMS & FLOODING","DR","Flood","9/14/1977","9/14/1977",1977
3053,"VT","9/6/1977","3/9/1979","DROUGHT","EM","Drought","9/6/1977","9/6/1977",1977
3051,"WV","8/24/1977","2/23/1979","DROUGHT","EM","Drought","8/24/1977","8/24/1977",1977
3052,"WV","8/24/1977","1/29/1981","SEVERE STORMS, LANDSLIDES & FLOODING","EM","Flood","8/24/1977","8/24/1977",1977
3050,"MT","8/22/1977","12/13/1978","DROUGHT","EM","Drought","8/22/1977","8/22/1977",1977
3049,"NC","8/11/1977","7/3/1978","DROUGHT","EM","Drought","8/11/1977","8/11/1977",1977
3047,"SC","8/4/1977","7/3/1978","DROUGHT","EM","Drought","8/4/1977","8/4/1977",1977
3046,"VA","7/23/1977","2/23/1979","DROUGHT","EM","Drought","7/23/1977","7/23/1977",1977
537,"PA","7/21/1977","6/30/1994","SEVERE STORMS & FLOODING","DR","Flood","7/21/1977","7/21/1977",1977
3044,"GA","7/20/1977","7/3/1978","DROUGHT","EM","Drought","7/20/1977","7/20/1977",1977
3045,"AL","7/20/1977","7/3/1978","DROUGHT","EM","Drought","7/20/1977","7/20/1977",1977
3043,"WY","6/15/1977","12/13/1978","DROUGHT","EM","Drought","6/15/1977","6/15/1977",1977
3042,"VI","6/14/1977","9/19/1985","DROUGHT","EM","Drought","6/14/1977","6/14/1977",1977
3041,"NV","6/11/1977","12/20/1978","DROUGHT","EM","Drought","6/11/1977","6/11/1977",1977
536,"GA","6/2/1977","6/5/1978","SHRIMP LOSS DUE TO COLD WEATHER","DR","Freezing","6/2/1977","6/2/1977",1977
535,"MO","5/7/1977","11/21/1983","TORNADOES & FLOODING","DR","Tornado","5/7/1977","5/7/1977",1977
3040,"ID","5/5/1977","11/8/1978","DROUGHT","EM","Drought","5/5/1977","5/5/1977",1977
534,"LA","5/2/1977","8/27/1981","SEVERE STORMS & FLOODING","DR","Flood","5/2/1977","5/2/1977",1977
533,"TN","4/29/1977","4/8/1985","SEVERE STORMS & FLOODING","DR","Flood","4/29/1977","4/29/1977",1977
3039,"OR","4/29/1977","11/8/1978","DROUGHT","EM","Drought","4/29/1977","4/29/1977",1977
3038,"AZ","4/15/1977","12/20/1978","DROUGHT","EM","Drought","4/15/1977","4/15/1977",1977
532,"AL","4/9/1977","11/3/1981","SEVERE STORMS & FLOODING","DR","Flood","4/9/1977","4/9/1977",1977
530,"VA","4/7/1977","6/5/1985","SEVERE STORMS & FLOODING","DR","Flood","4/7/1977","4/7/1977",1977
531,"WV","4/7/1977","6/30/1994","SEVERE STORMS & FLOODING","DR","Flood","4/7/1977","4/7/1977",1977
529,"KY","4/6/1977","3/8/1985","SEVERE STORMS & FLOODING","DR","Flood","4/6/1977","4/6/1977",1977
3036,"IA","3/31/1977","7/5/1978","DROUGHT","EM","Drought","3/31/1977","3/31/1977",1977
3037,"WA","3/31/1977","11/8/1978","DROUGHT","EM","Drought","3/31/1977","3/31/1977",1977
3033,"NC","3/2/1977","7/3/1978","DROUGHT & FREEZING","EM","Snow","3/2/1977","3/2/1977",1977
3034,"NM","3/2/1977","4/25/1978","DROUGHT","EM","Drought","3/2/1977","3/2/1977",1977
3035,"MI","3/2/1977","3/14/1979","DROUGHT","EM","Drought","3/2/1977","3/2/1977",1977
3031,"LA","2/22/1977","4/25/1978","DROUGHT & FREEZING","EM","Snow","2/22/1977","2/22/1977",1977
3032,"MS","2/22/1977","7/3/1978","DROUGHT & FREEZING","EM","Snow","2/22/1977","2/22/1977",1977
528,"NJ","2/8/1977","4/25/1978","ICE CONDITIONS","DR","Severe Ice Storm","2/8/1977","2/8/1977",1977
527,"NY","2/5/1977","4/18/1991","SNOWSTORMS","DR","Snow","2/5/1977","2/5/1977",1977
3030,"MI","2/5/1977","6/27/1978","SNOWSTORMS","EM","Snow","2/5/1977","2/5/1977",1977
3028,"IN","2/2/1977","6/27/1978","SNOWSTORMS","EM","Snow","2/2/1977","2/2/1977",1977
3029,"OH","2/2/1977","6/27/1978","SNOWSTORMS","EM","Snow","2/2/1977","2/2/1977",1977
526,"FL","1/31/1977","12/18/1978","SEVERE WINTER WEATHER","DR","Freezing","1/31/1977","1/31/1977",1977
3025,"CO","1/29/1977","12/13/1978","DROUGHT","EM","Drought","1/29/1977","1/29/1977",1977
3026,"PA","1/29/1977","2/28/1978","SNOWSTORMS","EM","Snow","1/29/1977","1/29/1977",1977
3027,"NY","1/29/1977","2/5/1977","SNOWSTORMS","EM","Snow","1/29/1977","1/29/1977",1977
524,"MD","1/26/1977","12/21/1979","ICE CONDITIONS","DR","Snow","1/26/1977","1/26/1977",1977
525,"VA","1/26/1977","12/21/1979","ICE CONDITIONS","DR","Freezing","1/26/1977","1/26/1977",1977
3023,"CA","1/20/1977","12/20/1978","DROUGHT","EM","Drought","1/20/1977","1/20/1977",1977
3024,"UT","1/20/1977","12/13/1978","DROUGHT","EM","Drought","1/20/1977","1/20/1977",1977
3021,"WV","1/19/1977","2/23/1979","DROUGHT","EM","Drought","1/19/1977","1/19/1977",1977
3020,"OK","1/18/1977","8/9/1979","URBAN FIRE","EM","Fire","1/18/1977","1/18/1977",1977
3022,"NE","1/18/1977","7/5/1978","DROUGHT","EM","Drought","1/18/1977","1/18/1977",1977
3019,"AR","12/3/1976","11/29/1978","DROUGHT","EM","Drought","12/3/1976","12/3/1976",1976
523,"PA","10/20/1976","10/21/1987","SEVERE STORMS & FLOODING","DR","Flood","10/20/1976","10/20/1976",1976
3018,"VA","10/15/1976","2/23/1979","DROUGHT","EM","Drought","10/15/1976","10/15/1976",1976
522,"MD","10/14/1976","4/23/1987","SEVERE STORMS & FLOODING","DR","Flood","10/14/1976","10/14/1976",1976
3017,"MO","9/24/1976","11/13/1978","DROUGHT","EM","Drought","9/24/1976","9/24/1976",1976
521,"CA","9/21/1976","8/30/1984","FLOODING, TROPICAL STORM KATHLEEN","DR","Flood","9/21/1976","9/21/1976",1976
520,"NY","9/3/1976","5/29/1987","HURRICANE BELLE","DR","Hurricane","9/3/1976","9/3/1976",1976
519,"NJ","8/21/1976","9/26/1985","SEVERE STORMS, HIGH WINDS & FLOODING","DR","Flood","8/21/1976","8/21/1976",1976
518,"VT","8/5/1976","4/16/1981","SEVERE STORMS, HIGH WINDS & FLOODING","DR","Flood","8/5/1976","8/5/1976",1976
517,"CO","8/2/1976","5/21/1983","SEVERE STORMS & FLASH FLOODING","DR","Flood","8/2/1976","8/2/1976",1976
515,"NY","7/21/1976","5/30/1986","SEVERE STORMS & FLOODING","DR","Flood","7/21/1976","7/21/1976",1976
516,"MO","7/21/1976","11/6/1981","SEVERE STORMS & FLOODING","DR","Flood","7/21/1976","7/21/1976",1976
3016,"ND","7/21/1976","1/29/1979","DROUGHT","EM","Drought","7/21/1976","7/21/1976",1976
514,"KS","7/13/1976","8/18/1988","SEVERE STORMS, HIGH WINDS & FLOODING","DR","Flood","7/13/1976","7/13/1976",1976
513,"PA","7/7/1976","8/30/1984","HIGH WINDS, FLASH FLOODS","DR","Flood","7/7/1976","7/7/1976",1976
512,"NY","6/29/1976","9/26/1985","FLASH FLOODING","DR","Flood","6/29/1976","6/29/1976",1976
511,"SD","6/25/1976","4/16/1981","FLASH FLOODING & MUDSLIDES","DR","Flood","6/25/1976","6/25/1976",1976
510,"TX","6/19/1976","8/27/1981","SEVERE STORMS & FLOODING","DR","Flood","6/19/1976","6/19/1976",1976
509,"IL","6/18/1976","11/6/1981","SEVERE STORMS, TORNADOES  & FLOODING","DR","Severe Storm(s)","6/18/1976","6/18/1976",1976
508,"MP","6/17/1976","6/2/1987","TYPHOONS PAMELA & THERESE","DR","Typhoon","6/17/1976","6/17/1976",1976
3013,"MN","6/17/1976","3/14/1979","DROUGHT","EM","Drought","6/17/1976","6/17/1976",1976
3014,"WI","6/17/1976","3/14/1979","DROUGHT","EM","Drought","6/17/1976","6/17/1976",1976
3015,"SD","6/17/1976","2/23/1979","DROUGHT","EM","Drought","6/17/1976","6/17/1976",1976
507,"GA","6/11/1976","11/3/1978","SEVERE STORMS & FLOODING","DR","Flood","6/11/1976","6/11/1976",1976
506,"PW","6/8/1976","10/24/1984","TYPHOON PAMELA","DR","Typhoon","6/8/1976","6/8/1976",1976
505,"ID","6/6/1976","8/18/1982","DAM COLLAPSE, FLOODING","DR","Flood","6/6/1976","6/6/1976",1976
504,"OK","6/5/1976","11/6/1981","SEVERE STORMS & FLOODING","DR","Flood","6/5/1976","6/5/1976",1976
503,"GU","5/22/1976","6/30/1994","TYPHOON PAMELA","DR","Typhoon","5/22/1976","5/22/1976",1976
502,"PW","4/22/1976","10/24/1984","TYPHOON MARIE","DR","Typhoon","4/22/1976","4/22/1976",1976
501,"ND","4/16/1976","9/18/1980","FLOODING","DR","Flood","4/16/1976","4/16/1976",1976
3012,"ND","4/13/1976","4/16/1976","SEVERE FLOODING","EM","Flood","4/13/1976","4/13/1976",1976
500,"NE","4/8/1976","8/18/1982","ICE STORMS & HIGH WINDS","DR","Severe Ice Storm","4/8/1976","4/8/1976",1976
497,"OK","4/1/1976","11/6/1981","SEVERE STORMS & TORNADOES","DR","Tornado","4/1/1976","4/1/1976",1976
498,"AR","4/1/1976","11/6/1981","TORNADOES","DR","Tornado","4/1/1976","4/1/1976",1976
499,"MS","4/1/1976","11/6/1981","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","4/1/1976","4/1/1976",1976
496,"WI","3/23/1976","6/9/1986","SEVERE STORMS, ICING, WIND & FLOODING","DR","Flood","3/23/1976","3/23/1976",1976
494,"NY","3/19/1976","9/27/1991","ICE STORM,SEVERE STORMS & FLOODING","DR","Severe Ice Storm","3/19/1976","3/19/1976",1976
495,"MI","3/19/1976","6/26/1980","SEVERE STORMS, TORNADOES, ICING & FLOODING","DR","Severe Storm(s)","3/19/1976","3/19/1976",1976
493,"AK","12/18/1975","8/18/1982","FIRE & FREEZING","DR","Fire","12/18/1975","12/18/1975",1975
492,"WA","12/13/1975","8/18/1982","SEVERE STORMS & FLOODING","DR","Flood","12/13/1975","12/13/1975",1975
491,"OK","12/10/1975","4/25/1978","SEVERE STORMS & TORNADOES","DR","Tornado","12/10/1975","12/10/1975",1975
490,"HI","12/7/1975","9/10/1979","EARTHQUAKE, SEISMIC WAVES & VOLCANIC ERUPTION","DR","Earthquake","12/7/1975","12/7/1975",1975
489,"MD","10/4/1975","10/2/1991","HEAVY RAINS & FLOODING","DR","Flood","10/4/1975","10/4/1975",1975
487,"NY","10/2/1975","8/3/1988","STORMS, RAINS, LANDSLIDES & FLOODING","DR","Flood","10/2/1975","10/2/1975",1975
488,"AL","10/2/1975","11/6/1981","SEVERE STORMS, TORNADOES & FLOODING","DR","Severe Storm(s)","10/2/1975","10/2/1975",1975
486,"MI","9/30/1975","9/18/1980","SEVERE STORMS, HIGH WINDS & FLOODING","DR","Flood","9/30/1975","9/30/1975",1975
484,"FL","9/26/1975","11/3/1978","HIGH WINDS, HEAVY RAINS & FLOODING","DR","Flood","9/26/1975","9/26/1975",1975
485,"PA","9/26/1975","6/3/1987","SEVERE STORMS, HEAVY RAINS & FLOODING","DR","Flood","9/26/1975","9/26/1975",1975
483,"PR","9/19/1975","7/14/1999","TROPICAL STORM ELIOISE","DR","Flood","9/19/1975","9/19/1975",1975
482,"WI","9/15/1975","6/27/1978","HEAVY RAINS, TORNADOES & FLASH FLOODS","DR","Severe Storm(s)","9/15/1975","9/15/1975",1975
481,"WV","9/12/1975","5/4/1984","HEAVY RAINS & FLOODING","DR","Flood","9/12/1975","9/12/1975",1975
480,"OH","9/11/1975","8/27/1981","WINDS, TORNADOES, HEAVY RAINS & FLOODING","DR","Flood","9/11/1975","9/11/1975",1975
479,"FL","8/22/1975","7/5/1978","FLOODING","DR","Flood","8/22/1975","8/22/1975",1975
478,"IL","7/25/1975","7/6/1984","TORNADO","DR","Tornado","7/25/1975","7/25/1975",1975
